title,authors,average_rating,num_pages,ratings_count,text_reviews_count,publication_date,author_mean_rates,year,month,day,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult,title_word_count,authors_name_count
The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,341,900,32,1987-10-21,4.039568844878096,1987.0,10.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,2
Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,288,9662,897,2003-03-01,3.84,2003.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9,1
In the Beginning...Was the Command Line,Neal Stephenson,3.8,151,6638,329,1999-11-09,4.05,1999.0,11.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,277,552,37,1994-06-01,4.21,1994.0,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6,1
Confessions of an Ugly Stepsister,Gregory Maguire,3.53,372,53782,3344,2000-10-03,3.52,2000.0,10.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5,1
Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,362,524,62,2006-08-01,4.04,2006.0,8.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
The Rediscovery of Man,Cordwainer Smith,4.14,368,2396,98,1999-05-13,4.19,1999.0,5.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4,1
Homicide: A Year on the Killing Streets,David Simon,4.38,646,12071,837,2006-08-22,4.36,2006.0,8.0,22.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7,1
The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,576,4404,434,1998-06-15,4.364329933639159,1998.0,6.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11,2
El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,3.84,288,7,1,2003-05-15,3.894909560723514,2003.0,5.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,3
Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,478,1619,44,1993-12-14,4.29240473419742,1993.0,12.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7,2
The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,3.93,470,3329,15,1994-12-06,4.29240473419742,1994.0,12.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10,2
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,384,292,40,1999-02-07,4.29240473419742,1999.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2
The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,192,25,6,2004-09-28,3.71,2004.0,9.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1
The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,441,368,44,1979-03-12,4.29240473419742,1979.0,3.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,2
Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,240,317,19,1999-09-01,3.96,1999.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
The Honourable Schoolboy,John le Carré,3.95,589,11733,513,2002-10-29,3.91,2002.0,10.0,29.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3,1
Valparaiso,Don DeLillo,3.33,107,383,21,2004-04-01,3.68,2004.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,32,214,38,1998-12-01,4.121591640288517,1998.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,2
Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,32,241,29,2004-12-01,3.722821100917432,2004.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2
Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,139,768,33,2003-08-01,3.858377323031948,2003.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7,3
June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,3.56,229,764,71,2007-03-08,3.65,2007.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,3
Wickett's Remedy,Myla Goldberg,3.27,370,1557,231,2006-10-10,3.4599999999999995,2006.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
I Am the Messenger,Markus Zusak/Emmanuel Pailler,4.07,357,110898,11457,2006-05-09,4.33,2006.0,5.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4,2
Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,256,4327,385,2004-06-01,4.33,2004.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6,1
The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,552,1516367,86881,2006-03-14,4.33,2006.0,3.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,2
Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,224,3105,223,2002-06-01,4.33,2002.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,2
Underdog (Wolfe Brothers  #1),Markus Zusak,3.38,153,2591,207,1999-05-01,4.33,1999.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,1
Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,352,265,20,1962-01-11,3.9293991325184265,1962.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2
The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,329,23683,472,2004-01-29,3.951637013089775,2004.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4
Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,327,3620,394,2002-12-31,3.6787616794369855,2002.0,12.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,3
Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.67,576,401,33,2004-12-19,3.6698331963342543,2004.0,12.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,3
The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,1757,2318,17,1984-09-01,3.963611472390332,1984.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,2
Politics,Aristotle,3.94,368,26727,274,2000-11-15,3.93,2000.0,11.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,327,407,12,1996-10-13,3.93,1996.0,10.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7,2
Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,3.96,848,503,121,2003-04-01,3.8209193484391166,2003.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4
Middlemarch,George Eliot/Harriet Walter,3.96,6,50,14,2003-01-28,3.8200784508655534,2003.0,1.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2
Silas Marner,George Eliot,3.64,279,165,6,2006-05-31,3.82,2006.0,5.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1
1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,301,451,42,2002-08-01,4.02001415023495,2002.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
The Overcoat and Other Short Stories,Nikolai Gogol,4.21,103,8944,196,1992-02-21,4.05,1992.0,2.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
The Nose,Nikolai Gogol/Kevin Hawkes,3.89,31,12968,446,1994-09-29,4.04191100179523,1994.0,9.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,445,388,49,2004-09-21,4.226055283505154,2004.0,9.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3
Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,3.96,244,49911,1127,2005-02-01,3.9240207750878233,2005.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3,3
Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,4.11,349,60,4,2002-10-01,3.781453395515237,2002.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6,3
Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,728,168,12,2000-01-10,3.93,2000.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,1
From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4.0,33,219,21,1995-02-01,4.254994688986422,1995.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,3
From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,200,5827,125,2004-11-09,4.217595260223048,2004.0,11.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5,4
Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,4.05,224,2677,166,2006-02-01,3.94,2006.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17,1
Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,471,1260,130,2002-05-01,4.0,2002.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7,1
El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,509,16,3,2002-12-17,4.010056850509868,2002.0,12.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5,2
'Salem's Lot,Stephen King,4.02,817,18,3,1976-08-01,4.01,1976.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,304,221,28,2006-05-01,3.864640468227425,2006.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2
The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4.0,432,305,19,1984-11-28,4.017778893846309,1984.0,11.0,28.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,2
The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,4.0,347,696,75,2005-01-27,4.040344942873216,2005.0,1.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,2
The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,4.0,432,2172,166,2003-02-27,4.017778893846309,2003.0,2.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,2
Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4.0,396,1075,86,2004-08-03,4.021564433247928,2004.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,5
Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,704,15675,244,2004-04-08,4.019432209023937,2004.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,2
The Portable Dante,Dante Alighieri/Mark Musa,4.22,654,278,38,2003-07-29,4.017778893846309,2003.0,7.0,29.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3,2
Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,413,460,33,2004-08-03,4.021436682096119,2004.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5,6
The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,3.95,433,378,32,1986-07-31,4.017778893846309,1986.0,7.0,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,2
The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,399,764,49,1985-05-30,4.017778893846309,1985.0,5.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6,2
Vita Nuova,Dante Alighieri/Mark Musa,3.87,210,67,10,1973-04-22,4.017593131684231,1973.0,4.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2,2
The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,3.94,76,3058,78,1992-09-18,3.939851015428861,1992.0,9.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9,2
Beowulf,Unknown/Burton Raffel,3.44,160,2753,150,1999-09-01,3.589903638112028,1999.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,2
Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,464,246,32,2006-02-14,3.580341326124708,2006.0,2.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2
Beowulf: A New Telling,Robert Nye,3.5,94,1690,326,1982-03-15,3.51,1982.0,3.0,15.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4,1
Beowulf,Michael Morpurgo/Michael Foreman,3.85,96,51,8,2006-10-24,4.0432159702514925,2006.0,10.0,24.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2
The Spirit Level: Poems,Seamus Heaney,4.14,82,94,12,1997-04-10,3.4900000000000007,1997.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1
New Selected Poems 1966-1987,Seamus Heaney,4.19,246,356,19,2002-03-04,3.4900000000000007,2002.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4,1
The Odyssey,Homer/Robert Fitzgerald/Seamus Heaney,3.76,509,48,3,1992-10-08,3.755956203337568,1992.0,10.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2,3
Paradise Lost,John Milton/Scott Elledge,3.82,688,421,40,1993-03-17,3.830928525405007,1993.0,3.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2
Tolkien: The Illustrated Encyclopaedia,David Day,4.13,288,3965,25,1996-09-01,4.06,1996.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4,1
Ten Days to Self-Esteem,David D. Burns,3.96,336,436,19,1999-03-17,3.96,1999.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,1
The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,640,6954,93,2005-04-01,4.21,2005.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10,1
Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,160,147067,2558,2005-04-21,4.158729501617328,2005.0,4.0,21.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3
Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,126,15193,173,1959-09-18,4.157350865586063,1959.0,9.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,2
Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,4.12,140,10399,156,1977-02-24,4.157811324509902,1977.0,2.0,24.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,128,5920,205,1988-02-02,4.171847608882909,1988.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,3
The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,231,20235,453,2004-12-31,4.180671867301224,2004.0,12.0,31.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,32,830,41,1981-10-29,4.171847608882909,1981.0,10.0,29.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,3
Ronia  the Robber's Daughter,Astrid Lindgren/Patricia Crampton,4.3,176,16327,444,1985-02-05,4.158032660480448,1985.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,2
Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,128,600,35,2003-07-01,4.171847608882909,2003.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren/Blanca Ríos/Richard Kennedy,4.13,137,85,14,2005-07-01,4.159450181392035,2005.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
The Tomten,Astrid Lindgren/Harald Wiberg,4.24,32,1599,109,1997-10-06,4.159319320612769,1997.0,10.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2
Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,3.98,55,1429,24,2001-10-01,4.147326485453277,2001.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2
The Tale of Peter Rabbit,Beatrix Potter,4.18,72,188842,1575,2002-03-07,4.2,2002.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
Beatrix Potter's Journal,Beatrix Potter,4.36,32,350,42,2006-10-19,4.2,2006.0,10.0,19.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,1
The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,4.62,1072,220,14,2006-05-04,4.2,2006.0,5.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10,1
Beatrix Potter: A Life in Nature,Linda Lear,4.03,584,1328,184,2007-01-09,3.97,2007.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6,1
The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,58,5209,130,2002-03-07,4.2,2002.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
Treasure Island,Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober,3.83,160,798,39,2005-03-01,3.858593367309717,2005.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,4
The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,127,39,6,1976-06-01,4.126926619401991,1976.0,6.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2
The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,120,54162,1368,2006-05-04,4.126926619401991,2006.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2
The Epic of Gilgamesh,Anonymous/Maureen Kovacs,3.68,122,314,42,1989-08-01,4.149833346877812,1989.0,8.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,2
The Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,3.95,280,58,8,1963-09-15,3.64,1963.0,9.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7,1
The Scarlet Letter and Other Writings,Nathaniel Hawthorne/Eugene Hudson Long/Seymour L. Gross/Richard C. Beatty/Sculley Bradley/Richmond Croom Beatty,3.59,443,237,17,1978-02-01,3.4204543850242484,1978.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6,6
The Adventures of Huckleberry Finn,Mark Twain/Scott McKowen/Arthur Pober,3.82,305,364,27,2006-10-28,4.045167467529877,2006.0,10.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,3
The Adventures of Huckleberry Finn,Mark Twain/Peter Coveney,3.82,394,1980,66,2003-01-30,4.049809594687036,2003.0,1.0,30.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5,2
Collected Tales  Sketches  Speeches  & Essays 1852–1890,Mark Twain/Louis J. Budd,4.29,1120,67,6,1992-10-15,4.050003177363669,1992.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7,2
Candide,Voltaire/Robert M. Adams,3.77,224,695,55,1991-03-19,3.768079714632514,1991.0,3.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2
Candide and Other Stories (World's Classics),Voltaire/Roger Pearson,3.94,301,3368,101,2006-07-06,3.802828386671829,2006.0,7.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,2
Candide: or  Optimism,Voltaire/Peter Constantine/Diane Johnson,3.77,144,221,29,2005-10-11,3.749863502042537,2005.0,10.0,11.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3
Candide and Related Writings,Voltaire/David Wootton,3.8,190,114,10,2000-09-15,3.770464132293862,2000.0,9.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2
Philosophical Dictionary,Voltaire/Theodore Besterman,4.09,400,1394,45,1979-09-27,3.772095991461218,1979.0,9.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2,2
What Is Goth?,Aurelio Voltaire,4.1,96,466,31,2004-08-01,4.17,2004.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3,1
The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,4.08,352,123,10,2006-10-01,4.089987620986628,2006.0,10.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,2
The Real Trial of Oscar Wilde,Merlin Holland,4.04,384,189,14,2004-10-05,4.45,2004.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6,1
Complete Shorter Fiction,Oscar Wilde/Isobel Murray,4.15,288,1192,26,1998-03-05,4.090013629963123,1998.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3,2
The Unmasking of Oscar Wilde,Joseph Pearce,4.25,412,112,13,2005-06-15,4.11,2005.0,6.0,15.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,1
The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Giovanni Battista Piranesi/Hans-Friedrich Mueller,3.98,1312,9320,292,2003-08-12,3.9971981998939103,2003.0,8.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,4
The Decline and Fall of the Roman Empire,Edward Gibbon/Daniel J. Boorstin/Hans-Friedrich Mueller/Giovanni Battista Piranesi,3.98,1258,32,8,2003-03-01,4.02,2003.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,4
The Decline and Fall of the Roman Empire,Edward Gibbon/Hugh Trevor-Roper,3.98,680,35,4,2005-08-04,4.012721058434399,2005.0,8.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8,2
The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,3.56,96,217,20,2005-09-06,4.02,2005.0,9.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9,1
They Cage the Animals at Night,Jennings Michael Burch,4.32,304,7999,670,1985-10-01,4.3,1985.0,10.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6,1
The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,4.04,320,3865,248,2007-04-10,3.84,2007.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,7,1
Absolutely Normal Chaos,Sharon Creech,3.92,201,28,3,2007-09-07,3.94,2007.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3,1
The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,3.82,96,402,19,2005-03-01,3.805068741166439,2005.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14,2
Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.75,80,1146,42,1991-10-01,3.875467724365241,1991.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13,3
Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.8,67,741,26,1996-11-01,3.875467724365241,1996.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,3
Werewolves Don't Run for President (The Adventures of the Bailey School Kids  #49),Debbie Dadey/Marcia Thornton Jones/John Steven Gurney,3.84,96,262,14,2004-10-01,3.875467724365241,2004.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13,3
