title,authors_x,average_rating,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,authors_y,children,"comics, graphic","fantasy, paranormal",fiction,"history, historical fiction, biography","mystery, thriller, crime",non-fiction,poetry,romance,young-adult
Galatea 2.2,Richard Powers,3.72,eng,329,2155,191,1/1/2004,"[{'author_id': '11783', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Three Farmers on Their Way to a Dance,Richard Powers,3.82,eng,352,742,49,12/1/1994,"[{'author_id': '11783', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Christian Theology: An Introduction,Alister E. McGrath,4.04,eng,534,1178,48,11/13/2006,"[{'author_id': '13925960', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Time of Our Singing,Richard Powers,4.25,eng,631,1836,245,2/5/2004,"[{'author_id': '11783', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
The Christian Theology Reader,Alister E. McGrath,4.17,eng,744,244,11,9/1/2006,"[{'author_id': '13925960', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Prisoner's Dilemma,Richard Powers,3.87,en-US,352,543,45,4/2/2002,"[{'author_id': '11783', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
In the Beginning: The Story of the King James Bible and How it Changed a Nation  a Language  and a Culture,Alister E. McGrath,3.97,eng,354,515,76,2/19/2002,"[{'author_id': '13925960', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Gain,Richard Powers,3.77,eng,355,710,54,11/1/2001,"[{'author_id': '11783', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Presidential Power and the Modern Presidents: The Politics of Leadership from Roosevelt to Reagan,Richard E. Neustadt,3.77,eng,384,293,17,3/1/1991,"[{'author_id': '13071', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Grotesque,Patrick McGrath,3.62,eng,178,815,58,1/28/1997,"[{'author_id': '13072', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Port Mungo,Patrick McGrath,3.32,eng,242,412,36,6/14/2005,"[{'author_id': '13072', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,3.39,eng,528,23,4,3/17/2005,"[{'author_id': '13077', 'role': ''}, {'author_id': '40500', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Experience,Martin Amis,3.96,eng,401,71,5,4/5/2001,"[{'author_id': '11337', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Heavy Water and Other Stories,Martin Amis,3.39,eng,208,1071,49,3/14/2000,"[{'author_id': '11337', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Visiting Mrs Nabokov and Other Excursions,Martin Amis,3.7,eng,288,545,16,4/7/2005,"[{'author_id': '11337', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Image-Music-Text,Roland Barthes/Stephen Heath,4.1,eng,220,3209,41,9/13/1993,"[{'author_id': '13084', 'role': ''}, {'author_id': '74721', 'role': 'Translator '}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Fashion System,Roland Barthes/Matthew    Ward/Richard Howard,3.54,eng,351,228,10,7/25/1990,"[{'author_id': '13084', 'role': ''}, {'author_id': '4065222', 'role': 'Translator'}, {'author_id': '27112', 'role': 'Translator'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
How to Travel with a Salmon & Other Essays,Umberto Eco/William Weaver,3.85,eng,229,110,12,4/16/2001,"[{'author_id': '1730', 'role': ''}, {'author_id': '6921', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
How to Travel with a Salmon and Other Essays,Umberto Eco/William Weaver,3.85,eng,248,3532,153,12/1/1994,"[{'author_id': '1730', 'role': ''}, {'author_id': '6921', 'role': 'translator'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,4.12,fre,755,745,49,11/2/1983,"[{'author_id': '1730', 'role': ''}, {'author_id': '722932', 'role': 'Translator'}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
The Age of Access: The New Culture of Hypercapitalism  Where All of Life Is a Paid-For Experience,Jeremy Rifkin/Ralph Fowler,3.82,eng,320,228,12,3/5/2001,"[{'author_id': '13113', 'role': ''}, {'author_id': '3859690', 'role': 'Designed by'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Book of Questions,Pablo Neruda/William O'Daly,4.04,eng,96,2180,224,4/1/2001,"[{'author_id': '4026', 'role': ''}, {'author_id': '13131', 'role': 'Translator'}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,4.1,eng,304,679,53,7/17/2001,"[{'author_id': '11700', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Pilgrims and Other Stories,Elizabeth Gilbert,3.13,eng,288,1411,182,4/9/1998,"[{'author_id': '11679', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The Last American Man,Elizabeth Gilbert,3.81,eng,271,7966,960,5/27/2003,"[{'author_id': '11679', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Stern Men,Elizabeth Gilbert,3.41,eng,304,4308,542,6/8/2001,"[{'author_id': '11679', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
A Writer's Workbook: Daily Exercises for the Writing Life,Caroline Sharp/Elizabeth Gilbert,3.72,eng,176,152,16,6/14/2002,"[{'author_id': '13137', 'role': ''}, {'author_id': '11679', 'role': 'Foreword by'}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Size 14 Is Not Fat Either (Heather Wells  #2),Meg Cabot,3.83,eng,344,27424,1038,11/28/2006,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,eng,268,11056,366,12/26/2006,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,eng,309,60787,1693,5/23/2006,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Size 12 Is Not Fat (Heather Wells  #1),Meg Cabot,3.74,eng,345,75856,2408,12/27/2005,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
How to Be Popular,Meg Cabot,3.55,eng,288,19363,876,8/31/2006,"[{'author_id': '11654', 'role': ''}]",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,3.67,eng,96,9517,219,12/12/2006,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Darkest Hour (The Mediator  #4),Meg Cabot,4.17,eng,316,30471,671,12/28/2004,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
She Went All the Way,Meg Cabot,3.7,eng,357,12470,441,12/3/2002,"[{'author_id': '11654', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Are We There Yet?,David Levithan,3.49,eng,215,3089,281,7/12/2005,"[{'author_id': '11664', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Boy Meets Boy,David Levithan,3.84,eng,185,59799,3373,5/10/2005,"[{'author_id': '11664', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
This Is Push: New Stories from the Edge,David Levithan/Patricia McCormick/Matthue Roth/Kevin Waltman/Samantha Schutz/Coe Booth/Eddie de Oliveira/Tanuja Desai Hidier/Kevin Brooks/Chris Wooding/Markus Zusak/Brian James/Kristen Kemp/Eireann Corrigan/Christopher Krovatin/Billy Merrell,3.63,eng,240,223,23,2/1/2007,"[{'author_id': '11664', 'role': 'Editor'}, {'author_id': '26250', 'role': ''}, {'author_id': '164575', 'role': ''}, {'author_id': '156834', 'role': ''}, {'author_id': '18233', 'role': ''}, {'author_id': '237640', 'role': ''}, {'author_id': '386219', 'role': ''}, {'author_id': '79170', 'role': ''}, {'author_id': '114266', 'role': ''}, {'author_id': '81096', 'role': ''}, {'author_id': '11466', 'role': ''}, {'author_id': '81583', 'role': ''}, {'author_id': '213829', 'role': ''}, {'author_id': '16561', 'role': ''}, {'author_id': '85088', 'role': ''}, {'author_id': '123040', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
The Realm of Possibility,David Levithan,3.93,eng,210,14625,1190,5/9/2006,"[{'author_id': '11664', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Ten Things I Hate about You,David Levithan,4.11,eng,170,1435,65,6/1/1999,"[{'author_id': '11664', 'role': ''}]",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Aphrodite's Passion (Superhero Central #2),Julie Kenner,3.62,eng,352,534,33,4/1/2002,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,3.62,eng,352,651,34,2/1/2006,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
The Cat's Fancy,Julie Kenner,3.57,eng,391,244,27,8/1/2000,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,3.89,eng,292,2368,162,7/3/2007,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Aphrodite's Secret (Superhero Central #3),Julie Kenner,3.7,eng,369,410,20,5/6/2003,"[{'author_id': '11663', 'role': ''}]",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,3.59,eng,256,901,73,4/3/2007,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Aphrodite's Flame (Superhero Central #4),Julie Kenner,3.67,eng,338,385,16,8/1/2004,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Carpe Demon (Demon-Hunting Soccer Mom  #1),Julie Kenner,3.64,eng,320,4811,585,10/31/2006,"[{'author_id': '11663', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Perfect Circle,Sean Stewart,3.8,eng,243,679,69,6/1/2004,"[{'author_id': '13143', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Philosophers: An Introduction to Western Philosophy,Bryan Magee/Myles Burnyeat/Martha C. Nussbaum/Anthony Kenny/Bernard Williams/Anthony Quinton/Michael  Ayres/John Passmore/Geoffrey Warnock/Peter Singer/Frederick Charles Copleston/J. P. Stern/Hubert L. Dreyfus/Sidney Morgenbesser/A.J. Ayer/John Rogers Searle,4.07,eng,352,359,18,1/18/2001,"[{'author_id': '11686', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Talking Philosophy: Dialogues with Fifteen Leading Philosophers,Bryan Magee/Isaiah Berlin/Charles Taylor/Herbert Marcuse/William Barrett/Anthony Quinton/A.J. Ayer/Bernard Williams/R. M. Hare/Willard Van Orman Quine/John Rogers Searle/Noam Chomsky/Hilary Putnam/Ronald Dworkin/Iris Murdoch/Ernest Gellner,4.06,eng,288,24,4,10/18/2001,"[{'author_id': '11686', 'role': 'Editor'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,Bryan Magee,4.14,eng,240,518,45,11/1/2005,"[{'author_id': '11686', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,3.85,eng,369,789,51,2/1/2006,"[{'author_id': '5144', 'role': ''}, {'author_id': '13157', 'role': 'Editor'}, {'author_id': '476367', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dubliners: Text  Criticism  and Notes,James Joyce/Robert Scholes/A. Walton Litz,3.85,eng,492,331,32,8/1/1996,"[{'author_id': '5144', 'role': ''}, {'author_id': '3127120', 'role': 'Editor'}, {'author_id': '40773', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dubliners,James Joyce/Frank McCourt/Donal Donnelly/Ciaran Hinds/Colm Meaney/Malachy McCourt,3.85,eng,8,53,11,5/10/2005,"[{'author_id': '5144', 'role': ''}, {'author_id': '3347', 'role': 'narrator'}, {'author_id': '556016', 'role': 'narrator'}, {'author_id': '338548', 'role': 'narrator'}, {'author_id': '923470', 'role': 'narrator'}, {'author_id': '3373', 'role': 'Reading'}]",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CliffsNotes on Joyce's Dubliners (Cliffs Notes),Adam  Sexton/G. Tubach,3.4,eng,80,5,2,4/25/2003,"[{'author_id': '1862209', 'role': ''}, {'author_id': '3857521', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,3.93,eng,239,3099,241,1/1/2006,"[{'author_id': '4874418', 'role': ''}, {'author_id': '2738900', 'role': 'Illustrator'}, {'author_id': '2738901', 'role': 'Illustrator'}, {'author_id': '2847482', 'role': 'Translator'}, {'author_id': '453764', 'role': 'Editor'}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Ulysses S. Grant: The Unlikely Hero,Michael Korda,3.87,eng,176,432,44,9/28/2004,"[{'author_id': '13161', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,3.89,eng,208,445,40,9/8/2004,"[{'author_id': '13163', 'role': ''}, {'author_id': '1184434', 'role': 'Editor'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Allusions in Ulysses: An Annotated List,Weldon Thornton,4.04,eng,563,22,2,9/20/1982,"[{'author_id': '13167', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Ulysses Found,Ernle Bradford,4.07,eng,238,38,8,2/1/2005,"[{'author_id': '7359866', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Round Ireland with a Fridge,Tony Hawks,3.79,en-US,248,15191,838,3/7/2001,"[{'author_id': '5686', 'role': ''}]",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,4.61,en-US,296,186,11,6/28/2007,"[{'author_id': '11784', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,4.51,eng,407,461,29,6/28/2006,"[{'author_id': '11784', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Eye of the I: From Which Nothing is Hidden,David R. Hawkins,4.38,eng,432,752,37,6/23/2001,"[{'author_id': '11784', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
J.D. Salinger's Catcher in the Rye (Modern Critical Interpretations),Harold Bloom,3.58,eng,176,18,2,12/31/2000,"[{'author_id': '236', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lord of the Flies,William Golding,3.68,en-US,208,479,57,7/1/1959,"[{'author_id': '306', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,4.15,eng,14,434,28,4/1/2001,"[{'author_id': '11733', 'role': ''}]",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Counting Christmas,Karen Katz,3.53,eng,32,154,26,10/1/2003,"[{'author_id': '11733', 'role': ''}]",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Running from the Deity (Pip & Flinx #11),Alan Dean Foster,3.81,eng,280,1045,26,11/28/2006,"[{'author_id': '11735', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Lost and Found,Alan Dean Foster,3.68,eng,256,722,65,5/31/2005,"[{'author_id': '11735', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reunion (Pip & Flinx #8),Alan Dean Foster,3.87,eng,352,1366,33,2/26/2002,"[{'author_id': '11735', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Regarding the Fountain: A Tale  in Letters  of Liars and Leaks,Kate Klise/M. Sarah Klise,4.2,eng,144,3208,306,3/9/1999,"[{'author_id': '11631', 'role': ''}, {'author_id': '11673', 'role': 'Illustrator'}]",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Pimsleur German Level 1 CD: [Lessons 1-30],Pimsleur Language Programs,4.23,eng,16,58,10,4/1/2010,"[{'author_id': '11697', 'role': ''}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Architecture of Happiness,Alain de Botton,3.86,eng,280,7101,540,10/3/2006,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Consolations of Philosophy,Alain de Botton,4.01,en-US,265,13499,812,4/3/2001,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
How Proust Can Change Your Life,Alain de Botton,3.76,eng,208,10270,877,4/28/1998,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Kiss & Tell,Alain de Botton,3.56,eng,258,828,46,5/15/1997,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
The Consolations of Philosophy,Alain de Botton,4.01,eng,272,763,70,3/1/2001,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Status Anxiety,Alain de Botton,3.91,eng,306,7957,535,5/10/2005,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
On Love,Alain de Botton,3.98,eng,194,11297,853,1/6/2006,"[{'author_id': '13199', 'role': ''}]",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Miracle at St. Anna,James   McBride,3.74,en-US,336,2141,303,1/7/2003,"[{'author_id': '11728', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Dragons of Winter Night (Dragonlance: Chronicles #2),Margaret Weis/Tracy Hickman,4.12,en-US,361,424,20,7/1/2003,"[{'author_id': '869', 'role': ''}, {'author_id': '868', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Dragons of Winter Night (Dragonlance: Chronicles  #2),Margaret Weis/Tracy Hickman,4.12,eng,358,35536,401,4/10/2007,"[{'author_id': '869', 'role': ''}, {'author_id': '868', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Dragon's Treasure,Elizabeth A. Lynn,3.54,eng,336,170,11,9/27/2005,"[{'author_id': '13218', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Watchtower (Chronicles of Tornor  #1),Elizabeth A. Lynn,3.57,eng,224,646,35,12/1/2004,"[{'author_id': '13218', 'role': ''}]",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Letters to a Young Artist,Anna Deavere Smith,4.02,eng,240,543,50,1/24/2006,"[{'author_id': '13228', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,Jessica Porter/Michio Kushi,3.69,eng,289,424,53,9/9/2004,"[{'author_id': '13232', 'role': ''}, {'author_id': '142525', 'role': 'Foreword by'}]",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
La casa en Mango Street,Sandra Cisneros/Elena Poniatowska,3.63,spa,110,35,5,10/18/1994,"[{'author_id': '13234', 'role': ''}, {'author_id': '32135', 'role': 'Translator'}]",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
The Dharma Bums,Jack Kerouac/Ann  Douglas,3.92,eng,187,2055,172,4/5/2007,"[{'author_id': '1742', 'role': ''}, {'author_id': '4451052', 'role': 'Introduction'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
The Alchemist's Daughter,Katharine McMahon,3.25,eng,346,3565,451,10/24/2006,"[{'author_id': '13247', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
The Art of Fullmetal Alchemist: The Anime,Hiromu Arakawa/Akira Watanabe/Eric Searleman,4.44,eng,96,266,8,10/17/2006,"[{'author_id': '4698899', 'role': 'Editor'}, {'author_id': '1945379', 'role': 'Translator'}, {'author_id': '387070', 'role': 'Editor'}]",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Fullmetal Alchemist  Vol. 11 (Fullmetal Alchemist  #11),Hiromu Arakawa/Akira Watanabe,4.59,eng,192,7655,129,1/16/2007,"[{'author_id': '4698899', 'role': ''}, {'author_id': '1945379', 'role': 'Translator'}]",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Astronomy Today,Eric Chaisson/Steve McMillan,3.99,eng,2,128,4,7/26/2004,"[{'author_id': '13252', 'role': ''}, {'author_id': '13251', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Astronomy For Dummies,Stephen P. Maran,3.84,eng,318,285,27,5/6/2005,"[{'author_id': '13255', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Bad Astronomy,Philip Plait,4.04,eng,277,5247,234,3/5/2002,"[{'author_id': '13257', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
The Complete World of Greek Mythology,Richard Buxton,4.24,eng,256,1598,46,6/28/2004,"[{'author_id': '13262', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,4.0,eng,330,1747,192,8/1/1999,"[{'author_id': '13263', 'role': ''}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mythology,Edith Hamilton/Steele Savage,4.0,eng,497,35634,1552,9/14/1998,"[{'author_id': '13263', 'role': ''}, {'author_id': '531088', 'role': 'Illustrator'}]",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,4.33,eng,320,1994,37,11/8/2005,"[{'author_id': '13265', 'role': 'Photographs'}, {'author_id': '89433', 'role': 'Photographer'}, {'author_id': '16114', 'role': ''}]",0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Norse Mythology: A Guide to the Gods  Heroes  Rituals  and Beliefs,John Lindow,4.11,eng,365,1107,33,10/17/2002,"[{'author_id': '13266', 'role': ''}]",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Classic Myths to Read Aloud: The Great Stories of Greek and Roman Mythology  Specially Arranged for Children Five and Up by an Educational Expert,William F. Russell,4.12,eng,272,249,44,4/28/1992,"[{'author_id': '13267', 'role': ''}]",1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Snapshots From Hell: The Making Of An MBA,Peter M. Robinson,3.7,en-US,296,582,43,4/26/2005,"[{'author_id': '251470', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Watchmen on the Walls,Hannah Hurnard,4.02,eng,184,39,6,3/1/1998,"[{'author_id': '13288', 'role': ''}]",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
America (The Book): A Citizen's Guide to Democracy Inaction  (Teacher's Edition),Jon   Stewart/Scott C. Jacobson,4.02,en-GB,227,1827,116,9/25/2006,"[{'author_id': '466', 'role': ''}, {'author_id': '13289', 'role': ''}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
The Journal of Scott Pendleton Collins: A World War 2 Soldier,Walter Dean Myers,3.96,eng,140,1132,181,6/1/1999,"[{'author_id': '13291', 'role': ''}]",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
Awake in the Dark: The Best of Roger Ebert,Roger Ebert/David Bordwell,4.2,eng,512,416,30,9/15/2006,"[{'author_id': '13300', 'role': ''}, {'author_id': '40938', 'role': 'Foreword by'}]",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Ebert's ""Bigger"" Little Movie Glossary",Roger Ebert/Ray Ebert,3.87,en-US,228,82,9,12/3/2005,"[{'author_id': '13300', 'role': ''}, {'author_id': '3859875', 'role': ''}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
The Perfect London Walk,Roger Ebert/Daniel Curley/Jack Lane,4.26,eng,123,40,6,1/1/1986,"[{'author_id': '13300', 'role': ''}, {'author_id': '13305', 'role': ''}, {'author_id': '135382', 'role': 'Photographer'}]",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
