bookID,title,authors_x,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1_x,Unnamed: 0_x,book_id,country_code,authors_y,Unnamed: 0.1_y,Unnamed: 0_y,genres
15552,Tanequil (High Druid of Shannara  #2),Terry Brooks,3.98,034543577X,9780345435774,eng,357,10750,106,8/30/2005,Del Rey Books,4127,4127,4127,1056084,15552,US,['9629'],4127,1056084,"['fantasy, paranormal', 'fiction', 'young-adult', 'mystery, thriller, crime']"
15553,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,4.27,0345492862,9780345492869,eng,1248,3088,39,11/14/2006,Del Rey,4126,4126,4126,1056083,15553,US,['9629'],4126,1056083,"['fantasy, paranormal', 'fiction']"
15555,The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.29,0345465547,9780345465542,eng,1238,3613,42,8/26/2003,Del Rey Books,4123,4123,4123,1056078,15555,US,['9629'],4123,1056078,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
15557,Jarka Ruus (High Druid of Shannara  #1),Terry Brooks,3.97,0345483898,9780345483898,eng,416,12122,138,7/26/2005,Del Rey,4124,4124,4124,1056080,15557,US,['9629'],4124,1056080,"['fantasy, paranormal', 'fiction']"
15563,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,0345396537,9780345396532,eng,435,864,55,1/29/1997,Del Rey,9136,9136,9136,2310993,15563,US,['9629'],9136,2310993,"['fantasy, paranormal', 'fiction', 'young-adult']"
15566,The Elf Queen of Shannara (Heritage of Shannara  #3),Terry Brooks,4.04,1857238273,9781857238273,eng,416,26676,188,3/4/1998,Orbit,1573,1573,1573,383415,15566,US,['9629'],1573,383415,"['fantasy, paranormal', 'fiction', 'young-adult']"
15577,The Druids' Keep (The Sword of Shannara  #2),Terry Brooks,4.16,0345461452,9780345461452,eng,240,3732,8,6/3/2003,Del Rey,8638,8638,8638,2181614,15577,US,['9629'],8638,2181614,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
15578,The Elfstones of Shannara (The Original Shannara Trilogy #2),Terry Brooks,3.97,0345285549,9780345285546,eng,564,1691,152,10/10/2000,Del Rey Books,8639,8639,8639,2181619,15578,US,['9629'],8639,2181619,"['fantasy, paranormal', 'fiction', 'young-adult', 'romance']"
15580,In the Shadow of the Warlock Lord (The Sword of Shannara  #1),Terry Brooks,4.06,0345461460,9780345461469,eng,240,6139,22,8/5/2009,Del Rey,7404,7404,7404,1877097,15580,US,['9629'],7404,1877097,"['fantasy, paranormal', 'fiction', 'young-adult']"
15581,Ferdydurke,Witold Gombrowicz/Danuta Borchardt,3.86,0300082401,9780300082401,eng,320,8193,198,8/11/2000,Yale University Press,5135,5135,5135,1291476,15581,US,"['9632', '2613717']",5135,1291476,"['fiction', 'fantasy, paranormal']"
15582,Cosmos and Pornografia: Two Novels,Witold Gombrowicz/Alastair Hamilton/Eric Mosbacher,4.12,0802151590,9780802151599,eng,362,241,25,3/23/1994,Grove Press,7403,7403,7403,1876922,15582,US,"['9632', '9634', '9633']",7403,1876922,"['fiction', 'mystery, thriller, crime']"
15584,Cosmos,Witold Gombrowicz/Danuta Borchardt,4.03,0300108486,9780300108484,eng,208,1896,129,10/10/2005,Yale University Press,5137,5137,5137,1291479,15584,US,"['9632', '2613717']",5137,1291479,"['fiction', 'mystery, thriller, crime', 'comics, graphic']"
15587,Bacacay,Witold Gombrowicz/Bill Johnston,3.94,097639507X,9780976395072,eng,275,491,28,5/1/2006,Archipelago Books,5136,5136,5136,1291478,15587,US,"['9632', '487600']",5136,1291478,"['fiction', 'poetry']"
15594,A Midwife's Tale: The Life of Martha Ballard  Based on Her Diary  1785-1812,Laurel Thatcher Ulrich,4.01,0679733760,9780679733768,eng,444,5149,633,12/22/1991,Vintage Books,2911,2911,2911,726344,15594,US,['9639'],2911,726344,"['history, historical fiction, biography', 'non-fiction', 'fiction', 'comics, graphic']"
15595,The Midwife's Apprentice,Karen Cushman,3.72,006440630X,9780064406307,eng,128,36039,1585,8/16/1996,HarperTrophy,2910,2910,2910,726343,15595,US,['9640'],2910,726343,"['fiction', 'history, historical fiction, biography', 'young-adult', 'children', 'fantasy, paranormal']"
15598,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,Elizabeth  Davis/Suzanne Arms,4.37,1587612216,9781587612213,eng,312,875,43,11/1/2004,Celestial Arts,2913,2913,2913,726348,15598,US,"['11222985', '134167']",2913,726348,['non-fiction']
15599,A Midwife's Story,Sheryl Feldman/Penny Armstrong,4.07,1905177046,9781905177042,eng,194,1473,136,4/1/2007,Pinter & Martin Ltd,2912,2912,2912,726347,15599,US,"['9644', '9645']",2912,726347,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'children']"
15600,The Midwife's Tale,Gretchen Moran Laskas,3.83,0385335547,9780385335546,eng,256,705,99,3/2/2004,Delta,2284,2284,2284,565030,15600,US,['9646'],2284,565030,"['fiction', 'history, historical fiction, biography', 'non-fiction']"
15606,McSweeney's #24,Dave Eggers/Christopher R. Howard/Jonathan Ames/Joe Meno/Eric Hanson,3.8,1932416773,9781932416770,eng,300,277,31,5/28/2007,McSweeney's,2285,2285,2285,565035,15606,US,"['3371', '3856576', '2285', '12851', '526670']",2285,565035,"['fiction', 'non-fiction', 'poetry']"
15610,Billy Budd  Sailor and Other Uncompleted Writings,Herman Melville,3.11,0810111136,9780810111134,eng,1016,9,1,12/15/2007,Northwestern University Press,4430,4430,4430,1130367,15610,US,['1624'],4430,1130367,"['fiction', 'history, historical fiction, biography']"
15611,Billy Budd  Sailor,Herman Melville/Harrison Hayford/Merton M. Sealts Jr.,3.12,0226321320,9780226321325,eng,230,228,26,9/1/2001,University of Chicago Press,4431,4431,4431,1130368,15611,US,"['1624', '23535', '4517450']",4431,1130368,"['fiction', 'history, historical fiction, biography']"
15613,Billy Budd  Sailor,Herman Melville,3.12,1416523723,9781416523727,eng,160,12599,687,8/1/2006,Simon  Schuster,8179,8179,8179,2060966,15613,US,['1624'],8179,2060966,"['fiction', 'history, historical fiction, biography']"
15617,The Outsider,Richard Wright,4.16,0060539259,9780060539252,en-US,672,1779,76,7/29/2003,Harpperen,4432,4432,4432,1130370,15617,US,['9657'],4432,1130370,"['fiction', 'history, historical fiction, biography']"
15622,Native Son,Richard Wright,3.99,006083756X,9780060837563,eng,504,75139,2987,8/2/2005,Harper Perennial Modern Classics,6693,6693,6693,1690427,15622,US,['9657'],6693,1690427,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'non-fiction']"
15638,Cyrano de Bergerac,Edmond Rostand/Eteel Lawson/Lowell Bair,4.06,0451528921,9780451528926,eng,240,62116,1119,8/5/2003,Signet Classics,8896,8896,8896,2255327,15638,US,"['670859', '3949932', '188411']",8896,2255327,"['fiction', 'romance', 'history, historical fiction, biography', 'poetry']"
15640,Cyrano de Bergerac,Edmond Rostand/Anthony Burgess,4.06,1854591177,9781854591173,eng,192,59,11,9/1/2003,Nick Hern Books,2698,2698,2698,674235,15640,US,"['670859', '5735']",2698,674235,"['fiction', 'romance', 'history, historical fiction, biography', 'poetry']"
15647,The Inferno of Dante: A New Verse Translation (Bilingual Edition),Dante Alighieri/Robert Pinsky/Michael Mazur,4.0,0374525315,9780374525316,mul,464,657,94,9/1/1997,Farrar  Straus and Giroux,2697,2697,2697,674232,15647,US,"['5031312', '11523', '439737']",2697,674232,"['poetry', 'fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
15650,Batman: Inferno,Alexander C. Irvine,3.63,0345479459,9780345479457,eng,339,348,24,10/31/2006,Del Rey,4898,4898,4898,1240054,15650,US,['3399330'],4898,1240054,"['comics, graphic', 'fiction', 'fantasy, paranormal', 'mystery, thriller, crime', 'poetry']"
15651,Inferno (La Divina Commedia #1),Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner,4.0,0195087445,9780195087444,eng,672,468,50,3/6/1997,Oxford University Press  USA,4899,4899,4899,1240055,15651,US,"['5031312', '461922', '11518', '33305']",4899,1240055,"['poetry', 'fiction', 'fantasy, paranormal', 'history, historical fiction, biography']"
15654,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,0451203267,9780451203267,eng,548,54029,2779,6/1/2001,Signet,4896,4896,4896,1240052,15654,US,['9678'],4896,1240052,"['mystery, thriller, crime', 'non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
15655,The Kindness of Strangers,Katrina Kittle,4.02,0060564784,9780060564780,en-US,400,11669,1418,1/2/2007,William Morrow Paperbacks,4897,4897,4897,1240053,15655,US,['9679'],4897,1240053,"['fiction', 'mystery, thriller, crime']"
15667,Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.1,0375724958,9780375724954,eng,288,1584,110,11/14/2000,Vintage,7143,7143,7143,1799594,15667,US,['9691'],7143,1799594,"['non-fiction', 'history, historical fiction, biography', 'fiction', 'comics, graphic']"
15669,Strangers In Paradise  Pocket Book 5,Terry Moore,4.38,1892597381,9781892597380,eng,392,999,24,12/14/2005,Abstract Studio,7142,7142,7142,1799587,15669,US,['8914'],7142,1799587,"['comics, graphic', 'fiction', 'romance', 'fantasy, paranormal', 'young-adult']"
15672,The Strangers in the House,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,3.75,1590171942,9781590171943,eng,194,655,66,10/24/2006,NYRB Classics,20,20,20,5047,15672,US,"['9693', '344522', '2971291', '134769']",20,5047,"['fiction', 'mystery, thriller, crime']"
15673,Wayside School Gets A Little Stranger (Wayside School  #3),Louis Sachar,4.19,0747569118,9780747569114,eng,176,17980,416,4/1/2004,Bloomsbury U.S.A. Children's Books,21,21,21,5048,15673,US,['6569'],21,5048,"['children', 'fiction', 'young-adult', 'fantasy, paranormal']"
15676,Strangers,Dean Koontz,4.0,0425181111,9780425181119,eng,704,38693,590,10/1/2002,Berkley,18,18,18,5044,15676,US,['9355'],18,5044,"['fiction', 'mystery, thriller, crime', 'fantasy, paranormal']"
15677,Strangers on a Train,Patricia Highsmith,3.78,0393321983,9780393321982,eng,256,13041,1208,8/28/2001,W. W. Norton & Company,19,19,19,5045,15677,US,['7622'],19,5045,"['fiction', 'mystery, thriller, crime']"
15678,Come a Stranger (Tillerman Cycle  #5),Cynthia Voigt,3.89,068980444X,9780689804441,eng,256,1742,79,11/1/1995,Simon Pulse,22,22,22,5052,15678,US,['7540'],22,5052,"['young-adult', 'fiction', 'children']"
15680,Exile and the Kingdom,Albert Camus/Carol Cosman/Orhan Pamuk,3.89,0307278581,9780307278586,eng,166,680,56,2/13/2007,Vintage,3096,3096,3096,783913,15680,US,"['957894', '225843', '1728']",3096,783913,"['fiction', 'non-fiction']"
15682,A Happy Death,Albert Camus/Richard Howard/Jean Sarocchi,3.82,0141186585,9780141186580,eng,144,6975,257,2/28/2002,Penguin Classics,3098,3098,3098,783915,15682,US,"['957894', '27112', '641866']",3098,783915,['fiction']
15683,Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody,4.27,0394708520,9780394708522,eng,365,817,52,9/12/1970,Vintage,3097,3097,3097,783914,15683,US,"['957894', '1144186', '1978543']",3097,783914,"['non-fiction', 'fiction', 'romance', 'poetry']"
15688,L'Étranger,Albert Camus,3.98,2070360024,9782070360024,fre,184,13454,765,3/2/2000,Gallimard,3095,3095,3095,783907,15688,US,['957894'],3095,783907,"['fiction', 'mystery, thriller, crime']"
15692,The Possessed,Albert Camus/Justin O'Brien,3.83,039470245X,9780394702452,eng,190,325,22,3/12/1964,Vintage,5348,5348,5348,1348537,15692,US,"['957894', '2435']",5348,1348537,['fiction']
15698,Caligula,Albert Camus/Pierre-Louis Rey/P. Morgan/E.T. Jones,4.08,2070386708,9782070386703,fre,224,6059,210,9/1/1993,Gallimard,5347,5347,5347,1348534,15698,US,"['957894', '66626']",5347,1348534,"['fiction', 'history, historical fiction, biography', 'poetry']"
15701,Introducing Camus,David Zane Mairowitz/Alain Korkos,3.8,1840460644,9781840460643,en-US,176,163,12,1/3/1998,Totem Books,2397,2397,2397,587641,15701,US,"['34533', '848726']",2397,587641,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'fiction']"
15704,Notebooks  1935-1951,Albert Camus/Philip Thody/Justin O'Brien,4.28,1569246661,9781569246665,eng,496,553,12,9/1/1998,Marlowe & Company,2398,2398,2398,587642,15704,US,"['957894', '1978543', '2435']",2398,587642,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
15705,Existential Meditation,Simon Cleveland,4.91,1411665309,9781411665309,eng,100,11,3,12/22/2005,Lulu.com,2399,2399,2399,587643,15705,US,['9706'],2399,587643,['non-fiction']
15708,The Plague,Albert Camus/Robin Buss,3.98,0141185139,9780141185132,eng,238,975,80,12/5/2002,Penguin,2396,2396,2396,587635,15708,US,"['957894', '224319']",2396,587635,"['fiction', 'history, historical fiction, biography']"
15714,Le mythe de Sisyphe,Albert Camus,4.15,2070322882,9782070322886,fre,187,851,49,2/21/1985,Gallimard,123,123,123,27338,15714,US,['957894'],123,27338,"['non-fiction', 'fiction']"
15719,Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,3.94,0785123113,9780785123118,eng,248,48894,1354,8/2/2006,Marvel,122,122,122,27336,15719,US,"['1221698', '9717', '156274', '15392']",122,27336,"['comics, graphic', 'fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult']"
15725,Galapagos: A Natural History,Michael H. Jackson,3.88,1895176409,9781895176407,eng,336,98,10,6/30/1994,University of Calgary Press,5988,5988,5988,1509275,15725,US,['9722'],5988,1509275,"['non-fiction', 'history, historical fiction, biography']"
15746,One Door Away from Heaven,Dean Koontz,3.97,0553582755,9780553582758,eng,681,17959,555,10/29/2002,Bantam,2794,2794,2794,696956,15746,US,['9355'],2794,696956,"['mystery, thriller, crime', 'fiction', 'fantasy, paranormal', 'children']"
15763,Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,0970998716,9780970998712,eng,700,602,10,10/25/2001,Bright Sky Press,7660,7660,7660,1931993,15763,US,['9355'],7660,1931993,"['fiction', 'mystery, thriller, crime']"
15764,The Amateur Marriage,Anne Tyler,3.62,0345472454,9780345472458,eng,342,12986,1112,1/31/2006,Ballantine Books,7659,7659,7659,1931991,15764,US,['457'],7659,1931991,"['fiction', 'history, historical fiction, biography', 'romance']"
15766,El matrimonio amateur,Anne Tyler/Gemma Rovira,3.62,8466307605,9788466307604,spa,459,4,1,11/1/2006,Punto de Lectura,7658,7658,7658,1931989,15766,US,['457'],7658,1931989,"['fiction', 'history, historical fiction, biography', 'romance']"
15773,Angel Christmas,Carole Nelson Douglas/Emma Merritt/Marilyn Campbell/Patricia Rice/Mary Balogh,3.49,0451406281,9780451406286,eng,384,72,5,11/1/1995,Topaz,4515,4515,4515,1151155,15773,US,"['9756', '9757', '9755', '9758', '9759']",4515,1151155,"['romance', 'history, historical fiction, biography', 'fantasy, paranormal']"
15779,Sideways Stories from Wayside School (Wayside School #1),Louis Sachar/Adam McCauley,4.15,0747571775,9780747571773,eng,144,81090,1835,1/19/2004,Bloomsbury Childrens Books,5454,5454,5454,1371106,15779,US,"['6569', '679787']",5454,1371106,"['children', 'fiction', 'young-adult']"
15781,Sideways,Rex Pickett,3.69,0312342519,9780312342517,eng,368,4494,522,10/1/2004,St. Martin's Griffin,3216,3216,3216,806641,15781,US,['9764'],3216,806641,['fiction']
15782,Sideways Arithmetic from Wayside School (Wayside School #2.5),Louis Sachar,3.88,0747569126,9780747569121,eng,96,3708,74,5/1/2004,Bloomsbury U.S.A. Children's Books,3217,3217,3217,806642,15782,US,['6569'],3217,806642,"['children', 'fiction', 'young-adult', 'fantasy, paranormal', 'non-fiction']"
15785,More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,0747569134,9780747569138,eng,112,856,28,9/1/1994,Bloomsbury U.S.A. Children's Books,3218,3218,3218,806645,15785,US,['6569'],3218,806645,"['children', 'fiction', 'fantasy, paranormal', 'young-adult', 'non-fiction', 'mystery, thriller, crime', 'comics, graphic']"
15786,Sideways: The Shooting Script,Alexander Payne/Jim     Taylor,4.21,1557046557,9781557046550,eng,192,101,3,12/8/2004,Newmarket Press,582,582,582,134406,15786,US,"['9765', '8241218']",582,134406,['romance']
15788,White Man's Grave,Richard Dooling,3.94,031213214X,9780312132149,eng,400,367,48,3/15/1995,Picador USA,3219,3219,3219,806648,15788,US,['9768'],3219,806648,"['fiction', 'mystery, thriller, crime']"
15796,Charms for the Easy Life,Kaye Gibbons,4.02,0060760257,9780060760250,eng,272,11168,744,7/1/2005,Harper Perennial,1009,1009,1009,245660,15796,US,['3501'],1009,245660,"['fiction', 'history, historical fiction, biography']"
15806,The Lovely Bones,Alice Sebold,3.81,0316168815,9780316168816,en-US,328,5945,735,4/20/2004,Back Bay Books,6269,6269,6269,1576520,15806,US,['316'],6269,1576520,"['fiction', 'mystery, thriller, crime', 'young-adult', 'fantasy, paranormal', 'romance']"
15812,Hour Game (Sean King & Michelle Maxwell  #2),David Baldacci,3.97,140500522X,9781405005227,eng,437,15,2,1/21/2005,MacMillan,8465,8465,8465,2140028,15812,US,['9291'],8465,2140028,"['mystery, thriller, crime', 'fiction']"
15817,House of Sand and Fog,Andre Dubus III/Fontaine Dollas Dubus,3.85,0788759892,9780788759895,eng,15,108,19,1/1/1999,Recorded Books,8466,8466,8466,2140032,15817,US,"['9785', '3856703']",8466,2140032,"['fiction', 'mystery, thriller, crime']"
15819,While I Was Gone,Sue Miller,3.69,0345420748,9780345420749,eng,352,239,28,11/26/2002,Ballantine Books,8464,8464,8464,2140024,15819,US,['3517'],8464,2140024,"['fiction', 'mystery, thriller, crime']"
15820,My War Gone by  I Miss It So,Anthony Loyd,4.29,0552771333,9780552771337,en-GB,336,20,2,11/7/2000,Bantam Press,1829,1829,1829,451219,15820,US,['3015'],1829,451219,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'mystery, thriller, crime']"
15824,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg,4.28,074324382X,9780743243827,eng,432,894,99,2/23/2004,Simon  Schuster,1830,1830,1830,451222,15824,US,"['9789', '9788']",1830,451222,"['history, historical fiction, biography', 'non-fiction']"
15826,Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,4.48,1932855416,9781932855418,eng,368,273,30,9/28/2006,Chronicle Books,1832,1832,1832,451224,15826,US,"['9791', '9793']",1832,451224,"['non-fiction', 'history, historical fiction, biography', 'children', 'comics, graphic']"
15827,National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,4.38,0792253140,9780792253143,eng,503,745,27,11/23/2006,National Geographic Society,1831,1831,1831,451223,15827,US,"['9793', '9792']",1831,451223,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic']"
15836,Fugitive Pieces,Anne Michaels,3.93,0679776591,9780679776598,eng,304,12209,947,5/26/1998,Vintage,5466,5466,5466,1374797,15836,US,['9800'],5466,1374797,"['fiction', 'history, historical fiction, biography', 'poetry']"
15846,Theories of Relativity,Barbara Haworth-Attard,3.91,0805077901,9780805077902,eng,240,760,75,9/1/2005,Henry Holt and Co. (BYR),6685,6685,6685,1685263,15846,US,['9806'],6685,1685263,"['young-adult', 'fiction', 'romance', 'poetry', 'history, historical fiction, biography']"
15852,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,4.18,0143039822,9780143039822,eng,130,14068,344,7/25/2006,Penguin Classics,8879,8879,8879,2250017,15852,US,"['9810', '56710', '225525']",8879,2250017,"['non-fiction', 'history, historical fiction, biography']"
15858,Mirror Mirror,Gregory Maguire,3.28,0060988657,9780060988654,eng,280,28014,1512,10/1/2004,Regan Books,8880,8880,8880,2250021,15858,US,['7025'],8880,2250021,"['fantasy, paranormal', 'fiction', 'history, historical fiction, biography', 'young-adult', 'romance']"
15859,Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,0425163407,9780425163405,eng,367,725,33,7/1/1998,Berkley,8881,8881,8881,2250022,15859,US,['1025097'],8881,2250022,"['mystery, thriller, crime', 'fiction']"
15867,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,4.23,1569755833,9781569755839,en-GB,216,9023,112,10/19/2006,Ulysses Press,2267,2267,2267,559847,15867,US,"['9822', '6502', '4598856', '9819', '9821']",2267,559847,"['non-fiction', 'fantasy, paranormal', 'young-adult', 'fiction', 'children', 'history, historical fiction, biography']"
15872,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,4.57,8478889930,9788478889938,spa,602,5104,386,2/28/2006,Salamandra,8037,8037,8037,2029148,15872,US,"['1077326', '9828']",8037,2029148,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'mystery, thriller, crime', 'romance']"
15876,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,8478888845,9788478888849,spa,893,5637,458,2/21/2004,Emece Editores,4413,4413,4413,1125008,15876,US,['1077326'],4413,1125008,"['fantasy, paranormal', 'children', 'fiction', 'young-adult', 'mystery, thriller, crime', 'romance']"
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,4.05,0972393617,9780972393614,en-US,412,2774,37,1/1/2003,Wizarding World Press,4414,4414,4414,1125009,15877,US,"['9830', '9829']",4414,1125009,"['non-fiction', 'fantasy, paranormal', 'young-adult', 'fiction', 'children', 'history, historical fiction, biography']"
15880,Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,1582348251,9781582348254,lat,249,195,24,7/7/2003,Bloomsbury,7114,7114,7114,1794299,15880,US,"['1077326', '1828259']",7114,1794299,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'mystery, thriller, crime']"
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,4.42,0439064864,9780439064866,eng,341,2293963,34692,6/2/1999,Arthur A. Levine Books / Scholastic Inc.,7113,7113,7113,1794298,15881,US,"['1077326', '2927']",7113,1794298,"['fantasy, paranormal', 'young-adult', 'fiction', 'children', 'mystery, thriller, crime']"
15888,An Instance of the Fingerpost,Iain Pears,3.94,1573227951,9781573227957,eng,691,19134,1081,4/1/2000,Riverhead Books,7115,7115,7115,1794304,15888,US,['9833'],7115,1794304,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
15890,An Instance of the Fingerpost,Iain Pears,3.94,1573220825,9781573220828,eng,691,214,24,3/16/1998,Riverhead Books,9287,9287,9287,2360438,15890,US,['9833'],9287,2360438,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime', 'fantasy, paranormal']"
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,3.96,0613647904,9780613647908,eng,256,29,9,9/3/2002,Turtleback,487,487,487,115089,15900,US,['4738'],487,115089,"['mystery, thriller, crime', 'fiction']"
15901,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,3.62,0375422994,9780375422997,eng,261,9901,747,9/20/2005,Pantheon Books,488,488,488,115090,15901,US,['4738'],488,115090,"['fiction', 'mystery, thriller, crime', 'romance']"
15902,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,3.75,0375423001,9780375423000,eng,276,7776,560,9/19/2006,Pantheon Books,486,486,486,115087,15902,US,['4738'],486,115087,"['fiction', 'mystery, thriller, crime']"
15904,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,1400077095,9781400077090,eng,272,16314,1764,7/12/2005,Anchor,2775,2775,2775,692017,15904,US,['4738'],2775,692017,"['mystery, thriller, crime', 'fiction']"
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,9781400095087,eng,128,4833,479,12/28/2004,Anchor,485,485,485,115086,15905,US,['4738'],485,115086,"['fiction', 'mystery, thriller, crime']"
15910,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,3.9,037570180X,9780375701801,eng,128,188,12,10/27/1998,Knopf,8054,8054,8054,2036854,15910,US,"['9837', '6499']",8054,2036854,"['non-fiction', 'history, historical fiction, biography', 'comics, graphic', 'fiction']"
15923,True Believers (Gregor Demarkian  #17),Jane Haddam,3.88,0312982860,9780312982867,eng,432,237,14,4/15/2002,Minotaur Books,4903,4903,4903,1241360,15923,US,['9849'],4903,1241360,"['mystery, thriller, crime', 'fiction']"
15924,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,3.82,0446698466,9780446698467,eng,204,68379,3083,9/5/2006,Grand Central Publishing,4901,4901,4901,1241353,15924,US,['2345'],4901,1241353,"['romance', 'fiction', 'mystery, thriller, crime', 'young-adult']"
15925,The Guardian,Nicholas Sparks,4.15,0446696110,9780446696111,eng,400,148042,4193,4/1/2005,Grand Central Publishing,4902,4902,4902,1241354,15925,US,['2345'],4902,1241354,"['romance', 'fiction', 'mystery, thriller, crime', 'young-adult']"
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,3.57,1561706604,9781561706600,eng,175,253,21,6/1/2003,Hay House,6759,6759,6759,1708228,15930,US,"['9850', '2345']",6759,1708228,"['non-fiction', 'fiction', 'children', 'romance']"
15931,The Notebook (The Notebook  #1),Nicholas Sparks,4.09,0553816713,9780553816716,eng,214,1090603,15272,7/5/2004,Bantam,2708,2708,2708,675576,15931,US,['2345'],2708,675576,"['fiction', 'romance', 'young-adult', 'history, historical fiction, biography']"
15937,À tout jamais,Nicholas Sparks,4.17,2266111108,9782266111102,fre,214,186,22,11/21/2002,Pocket,2709,2709,2709,675578,15937,US,['2345'],2709,675578,"['fiction', 'romance', 'history, historical fiction, biography', 'young-adult']"
15948,Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,4.03,3453861906,9783453861909,ger,352,8,2,4/1/2003,Heyne,30,30,30,6351,15948,US,"['2345', '754947']",30,6351,"['romance', 'fiction', 'mystery, thriller, crime', 'young-adult']"
15956,True Believer,Nicholas Sparks,3.8,0446532436,9780446532433,en-US,322,896,77,7/1/2009,Warner Books,3377,3377,3377,847434,15956,US,['2345'],3377,847434,"['romance', 'fiction', 'mystery, thriller, crime', 'young-adult', 'fantasy, paranormal']"
15957,The Patron Saint of Liars,Ann Patchett,3.8,1841150509,9781841150505,eng,352,25342,2493,4/1/2003,HarperCollins Publishers,7147,7147,7147,1800922,15957,US,['7136914'],7147,1800922,"['fiction', 'history, historical fiction, biography']"
15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,3.89,0452265819,9780452265813,eng,416,2690,133,3/30/1991,Plume,4438,4438,4438,1131792,15962,US,['3524'],4438,1131792,"['fiction', 'history, historical fiction, biography', 'mystery, thriller, crime']"
15966,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,3.62,0156030276,9780156030274,eng,275,1009,109,1/15/2007,Mariner Books,4439,4439,4439,1131796,15966,US,['3524'],4439,1131796,"['fiction', 'mystery, thriller, crime']"
15967,The Falls,Joyce Carol Oates,3.58,0060722290,9780060722296,eng,512,8278,748,8/2/2005,Harper Perennial,4440,4440,4440,1131797,15967,US,['3524'],4440,1131797,"['fiction', 'history, historical fiction, biography', 'romance', 'mystery, thriller, crime']"
